Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,5,Long Island,43-3011,Bill and Account Collectors,2430,43590,41190,34070,48350
10,5,Long Island,43-3021,Billing and Posting Clerks,7110,48840,47820,37060,54730
10,5,Long Island,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",17450,54160,52910,36580,62960
10,5,Long Island,43-3051,Payroll and Timekeeping Clerks,1090,56960,57390,40740,65060
10,5,Long Island,43-3061,Procurement Clerks,390,48840,48790,35140,55700
10,5,Long Island,43-3071,Tellers,4140,35320,35390,29120,39320
10,5,Long Island,43-3099,"Financial Clerks, All Other",190,54360,51090,39130,61980
10,5,Long Island,43-4011,Brokerage Clerks,520,66550,62450,49900,74870
10,5,Long Island,43-4021,Correspondence Clerks,,44710,44130,35920,49110
10,5,Long Island,43-4031,"Court, Municipal, and License Clerks",1000,67380,58600,41150,80500
10,5,Long Island,43-4041,"Credit Authorizers, Checkers, and Clerks",180,54780,52450,44190,60070
10,5,Long Island,43-4051,Customer Service Representatives,22940,45320,42450,30760,52600
10,5,Long Island,43-4061,"Eligibility Interviewers, Government Programs",2000,60410,61160,46660,67290
10,5,Long Island,43-4071,File Clerks,780,35500,32350,29120,39610
10,5,Long Island,43-4081,"Hotel, Motel, and Resort Desk Clerks",1230,30930,30030,29120,32560
10,5,Long Island,43-4111,"Interviewers, Except Eligibility and Loan",1930,49380,49240,42770,52690
10,5,Long Island,43-4121,"Library Assistants, Clerical",1470,39880,38060,29860,44900
10,5,Long Island,43-4131,Loan Interviewers and Clerks,1100,53710,54650,39640,60750
10,5,Long Island,43-4141,New Accounts Clerks,,44760,44630,37240,48520
10,5,Long Island,43-4151,Order Clerks,,44870,44120,32340,51140
10,5,Long Island,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",820,46950,45630,33910,53470
10,5,Long Island,43-4171,Receptionists and Information Clerks,17480,39620,38300,30330,44260
10,5,Long Island,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,530,41850,38510,29430,48060
10,5,Long Island,43-4199,"Information and Record Clerks, All Other",500,54590,52860,43360,60200
10,5,Long Island,43-5011,Cargo and Freight Agents,1260,74370,58220,38790,92150
10,5,Long Island,43-5021,Couriers and Messengers,870,38510,35960,29120,44330
10,5,Long Island,43-5031,"Police, Fire, and Ambulance Dispatchers",1060,56870,53500,38750,65930
10,5,Long Island,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",1590,48100,41470,29200,57550
10,5,Long Island,43-5041,"Meter Readers, Utilities",,74250,70290,43350,89700
10,5,Long Island,43-5051,Postal Service Clerks,1000,54780,64470,41390,61470
10,5,Long Island,43-5052,Postal Service Mail Carriers,3500,56090,66560,40820,63730
10,5,Long Island,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",1800,53780,63050,37570,61890
10,5,Long Island,43-5061,"Production, Planning, and Expediting Clerks",5200,53860,51780,37540,62020
10,5,Long Island,43-5071,"Shipping, Receiving, and Traffic Clerks",4570,42150,39700,29120,48820
10,5,Long Island,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",290,44450,42790,34580,49380
10,5,Long Island,43-6011,Executive Secretaries and Executive Administrative Assistants,11910,76930,75900,56000,87400
10,5,Long Island,43-6012,Legal Secretaries,1690,54770,51770,41400,61450
10,5,Long Island,43-6013,Medical Secretaries,1350,44630,43790,33240,50320
10,5,Long Island,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",22850,45830,45830,33220,52130
10,5,Long Island,43-9021,Data Entry Keyers,1450,47770,46920,33680,54820
10,5,Long Island,43-9022,Word Processors and Typists,3520,48550,48380,34520,55570
10,5,Long Island,43-9031,Desktop Publishers,,52600,50090,37400,60200
10,5,Long Island,43-9041,Insurance Claims and Policy Processing Clerks,1670,67750,56550,44040,79600
10,5,Long Island,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",1090,37780,36420,29120,42790
10,5,Long Island,43-9061,"Office Clerks, General",25960,40470,37830,29120,46710
10,5,Long Island,43-9071,"Office Machine Operators, Except Computer",920,44760,40170,30550,51870
10,5,Long Island,43-9081,Proofreaders and Copy Markers,170,37880,32250,29510,42070
10,5,Long Island,43-9111,Statistical Assistants,,55090,52990,48840,58210
10,5,Long Island,43-9199,"Office and Administrative Support Workers, All Other",390,50710,49390,36000,58060
10,5,Long Island,45-0000,"Farming, Fishing, and Forestry Occupations",910,39040,31600,29120,44310
10,5,Long Island,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",,74370,77020,63840,79640
10,5,Long Island,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",510,33670,30290,29120,36480
10,5,Long Island,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,36390,31770,29310,39920
10,5,Long Island,47-0000,Construction and Extraction Occupations,59140,71630,62010,38240,88320
10,5,Long Island,47-1011,Supervisors of Construction and Extraction Workers,3610,97770,96350,58030,117640
10,5,Long Island,47-2021,Brickmasons and Blockmasons,870,71630,66070,55660,79620
10,5,Long Island,47-2031,Carpenters,9140,67710,58970,38610,82260
10,5,Long Island,47-2041,Carpet Installers,,65100,56070,31620,81830
10,5,Long Island,47-2044,Tile and Marble Setters,1020,50400,45310,29120,61420
10,5,Long Island,47-2051,Cement Masons and Concrete Finishers,1380,65930,62090,46350,75720
10,5,Long Island,47-2061,Construction Laborers,13980,62150,53440,33140,76650
10,5,Long Island,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",,80230,87170,49630,95530
10,5,Long Island,47-2073,Operating Engineers and Other Construction Equipment Operators,2630,101710,83390,56360,124390
10,5,Long Island,47-2081,Drywall and Ceiling Tile Installers,680,68790,60120,29120,89110
10,5,Long Island,47-2082,Tapers,100,83430,88390,57730,96280
10,5,Long Island,47-2111,Electricians,5840,83290,73010,44720,102570
10,5,Long Island,47-2121,Glaziers,730,73090,62150,39620,89830
10,5,Long Island,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",,73910,72670,36230,92750
10,5,Long Island,47-2132,"Insulation Workers, Mechanical",,112120,125740,77090,129640
10,5,Long Island,47-2141,"Painters, Construction and Maintenance",3150,68880,63960,40860,82880
10,5,Long Island,47-2142,Paperhangers,,89300,93940,77750,95070
10,5,Long Island,47-2151,Pipelayers,,86880,93530,67030,96810
10,5,Long Island,47-2152,"Plumbers, Pipefitters, and Steamfitters",6080,82920,69770,43920,102420
10,5,Long Island,47-2161,Plasterers and Stucco Masons,,45350,37440,29230,53410
10,5,Long Island,47-2171,Reinforcing Iron and Rebar Workers,120,85430,80360,48210,104030
10,5,Long Island,47-2181,Roofers,960,47940,42600,29120,58310
10,5,Long Island,47-2211,Sheet Metal Workers,1290,67600,62600,38000,82410
10,5,Long Island,47-2221,Structural Iron and Steel Workers,,86770,81710,58650,100830
10,5,Long Island,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",,39980,31400,29120,45690
10,5,Long Island,47-3012,Helpers--Carpenters,140,42580,44730,30690,48530
10,5,Long Island,47-3013,Helpers--Electricians,370,39500,39130,33900,42310
10,5,Long Island,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",,39060,38220,36130,40530
10,5,Long Island,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",,41040,40400,33070,45030
10,5,Long Island,47-3019,"Helpers, Construction Trades, All Other",140,43090,33940,29490,49890
10,5,Long Island,47-4011,Construction and Building Inspectors,1090,67600,65870,32950,84930
10,5,Long Island,47-4021,Elevator Installers and Repairers,410,95430,96000,62680,111800
10,5,Long Island,47-4031,Fence Erectors,,47000,47440,36910,52050
10,5,Long Island,47-4041,Hazardous Materials Removal Workers,380,70530,71810,56680,77450
10,5,Long Island,47-4051,Highway Maintenance Workers,1260,53260,50320,36240,61780
10,5,Long Island,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,260,52340,53520,36190,60420
10,5,Long Island,47-4090,Miscellaneous Construction and Related Workers,,59170,60330,48040,64730
10,5,Long Island,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",170,55420,50420,38510,63880
10,5,Long Island,47-5097,"Earth Drillers, Except Oil and Gas; and Explosives Workers, Ordnance Handling Experts, and Blasters",100,75720,79430,46800,90180
10,5,Long Island,49-0000,"Installation, Maintenance, and Repair Occupations",44670,60350,56840,35600,72720
10,5,Long Island,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",3550,90990,89770,64480,104250
10,5,Long Island,49-2011,"Computer, Automated Teller, and Office Machine Repairers",1220,51190,50580,33630,59970
10,5,Long Island,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1500,79000,89030,47250,94870
10,5,Long Island,49-2092,"Electric Motor, Power Tool, and Related Repairers",,42060,38940,36730,44720
10,5,Long Island,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",110,68020,67170,46990,78540
10,5,Long Island,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",,38110,37730,29120,43060
10,5,Long Island,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,,60820,64400,42430,70020
10,5,Long Island,49-2098,Security and Fire Alarm Systems Installers,420,59430,59500,43730,67280
10,5,Long Island,49-3011,Aircraft Mechanics and Service Technicians,370,72240,64550,42890,86910
10,5,Long Island,49-3021,Automotive Body and Related Repairers,1370,46570,46120,29420,55150
10,5,Long Island,49-3022,Automotive Glass Installers and Repairers,,44690,41690,30940,51560
10,5,Long Island,49-3023,Automotive Service Technicians and Mechanics,5840,52300,45800,33600,61650
10,5,Long Island,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,1530,65070,64340,44330,75440
10,5,Long Island,49-3041,Farm Equipment Mechanics and Service Technicians,,69280,63030,56090,75880
10,5,Long Island,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",360,80800,74560,54570,93920
10,5,Long Island,49-3051,Motorboat Mechanics and Service Technicians,700,39300,32320,29120,44560
10,5,Long Island,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,120,44540,41310,29120,52380
10,5,Long Island,49-3093,Tire Repairers and Changers,,33700,34070,29120,37280
10,5,Long Island,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",490,79960,84670,50690,94600
10,5,Long Island,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",2780,60360,52990,42150,69460
10,5,Long Island,49-9031,Home Appliance Repairers,,37300,29120,29120,43030
10,5,Long Island,49-9041,Industrial Machinery Mechanics,1750,67570,64780,46290,78200
10,5,Long Island,49-9043,"Maintenance Workers, Machinery",300,47570,43220,31980,55370
10,5,Long Island,49-9044,Millwrights,,82860,78900,48730,99920
10,5,Long Island,49-9051,Electrical Power-Line Installers and Repairers,300,102990,115910,61470,123750
10,5,Long Island,49-9052,Telecommunications Line Installers and Repairers,1470,82370,92760,51830,97630
10,5,Long Island,49-9061,Camera and Photographic Equipment Repairers,,45880,47240,38570,49540
10,5,Long Island,49-9062,Medical Equipment Repairers,350,59370,54310,44440,66840
10,5,Long Island,49-9063,Musical Instrument Repairers and Tuners,,45840,40900,37040,50240
10,5,Long Island,49-9069,"Precision Instrument and Equipment Repairers, All Other",,68740,51160,42090,82050
10,5,Long Island,49-9071,"Maintenance and Repair Workers, General",15800,55880,55550,35770,65940
10,5,Long Island,49-9094,Locksmiths and Safe Repairers,110,46810,39780,29800,55320
10,5,Long Island,49-9096,Riggers,,131750,142300,71010,162110
10,5,Long Island,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",950,36620,35420,29120,40830
10,5,Long Island,49-9099,"Installation, Maintenance, and Repair Workers, All Other",810,54720,52790,37920,63120
10,5,Long Island,51-0000,Production Occupations,47300,45370,37700,29120,53990
10,5,Long Island,51-1011,First-Line Supervisors of Production and Operating Workers,3480,76870,75110,46030,92300
10,5,Long Island,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",,48760,47150,36740,54780
10,5,Long Island,51-2028,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers?(OES-specific code and title)",2870,42150,40240,29530,48460
10,5,Long Island,51-2041,Structural Metal Fabricators and Fitters,350,55520,56300,32700,66920
10,5,Long Island,51-2090,Miscellaneous Assemblers and Fabricators,5010,36080,31920,29120,40390
10,5,Long Island,51-3011,Bakers,1300,33540,30540,29120,36540
10,5,Long Island,51-3021,Butchers and Meat Cutters,920,44720,40650,29120,53710
10,5,Long Island,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",,30570,29120,29120,32950
10,5,Long Island,51-3023,Slaughterers and Meat Packers,150,34500,35000,29120,38070
10,5,Long Island,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",,33700,31750,29120,36240
10,5,Long Island,51-3092,Food Batchmakers,1930,31260,29130,29120,33630
10,5,Long Island,51-3093,Food Cooking Machine Operators and Tenders,,32800,31880,29320,34540
10,5,Long Island,51-3099,"Food Processing Workers, All Other",,30380,29810,29120,31160
10,5,Long Island,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",,35130,30350,29120,39600
10,5,Long Island,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",450,39250,35510,29120,44720
10,5,Long Island,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",270,41230,39770,32280,45710
10,5,Long Island,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",,59500,72570,29270,74610
10,5,Long Island,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",,55570,52230,38140,64280
10,5,Long Island,51-4041,Machinists,1540,52460,49550,33180,62100
10,5,Long Island,51-4061,"Model Makers, Metal and Plastic",,50370,41180,31980,59570
10,5,Long Island,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",410,33170,30080,29120,36320
10,5,Long Island,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",400,37450,32470,29120,42100
10,5,Long Island,51-4111,Tool and Die Makers,200,59500,60380,34480,72010
10,5,Long Island,51-4121,"Welders, Cutters, Solderers, and Brazers",1270,65110,52000,34010,80670
10,5,Long Island,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",,46840,39580,30690,54910
10,5,Long Island,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",,65160,59170,49850,72810
10,5,Long Island,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",,43840,39760,30390,50570
10,5,Long Island,51-5111,Prepress Technician and Workers,370,53520,54560,36760,61900
10,5,Long Island,51-5112,Printing Press Operators,1920,46180,44710,30920,53810
10,5,Long Island,51-5113,Print Binding and Finishing Workers,160,37130,33010,29680,40850
10,5,Long Island,51-6011,Laundry and Dry-Cleaning Workers,2230,30680,29120,29120,32930
10,5,Long Island,51-6021,"Pressers, Textile, Garment, and Related Materials",,29120,29120,29120,29120
10,5,Long Island,51-6031,Sewing Machine Operators,650,37550,35490,29120,41850
10,5,Long Island,51-6052,"Tailors, Dressmakers, and Custom Sewers",210,35400,35480,29120,40060
10,5,Long Island,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",,32780,32320,29420,34460
10,5,Long Island,51-6092,Fabric and Apparel Patternmakers,,58010,46920,32170,70930
10,5,Long Island,51-6093,Upholsterers,100,53680,55670,31730,64660
10,5,Long Island,51-7011,Cabinetmakers and Bench Carpenters,800,61730,54020,37640,73770
10,5,Long Island,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",,41310,36300,29120,48050
10,5,Long Island,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",400,45900,40430,29650,54030
10,5,Long Island,51-8013,Power Plant Operators,140,97980,110180,65110,114420
10,5,Long Island,51-8021,Stationary Engineers and Boiler Operators,230,81840,79360,63850,90840
10,5,Long Island,51-8031,Water and Wastewater Treatment Plant and System Operators,900,79140,81600,57270,90070
10,5,Long Island,51-8092,Gas Plant Operators,,107970,111810,88320,117790
10,5,Long Island,51-9011,Chemical Equipment Operators and Tenders,1010,42290,38130,29670,48610
10,5,Long Island,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",170,51310,43540,34020,59950
10,5,Long Island,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",120,45670,43290,34180,51420
10,5,Long Island,51-9022,"Grinding and Polishing Workers, Hand",200,46390,38750,29410,54880
10,5,Long Island,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",1060,38410,34870,29120,43680
10,5,Long Island,51-9031,"Cutters and Trimmers, Hand",,54990,54550,47770,58600
10,5,Long Island,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",120,35300,32090,29670,38110
10,5,Long Island,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",,45880,45850,33790,51920
10,5,Long Island,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",3810,49950,45970,31860,59000
10,5,Long Island,51-9071,Jewelers and Precious Stone and Metal Workers,,79770,89130,37080,101120
10,5,Long Island,51-9081,Dental Laboratory Technicians,270,64280,63290,47000,72920
10,5,Long Island,51-9082,Medical Appliance Technicians,250,43430,40910,29620,50330
10,5,Long Island,51-9083,Ophthalmic Laboratory Technicians,390,37100,35940,29120,41180
10,5,Long Island,51-9111,Packaging and Filling Machine Operators and Tenders,4030,30440,29210,29120,32290
10,5,Long Island,51-9123,"Painting, Coating, and Decorating Workers",130,43890,43590,29830,50910
10,5,Long Island,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",630,42660,42040,29120,49590
10,5,Long Island,51-9151,Photographic Process Workers and Processing Machine Operators,,50730,38120,29660,61270
10,5,Long Island,51-9161,Computer Numerically Controlled Tool Operators,730,45670,40750,29120,54420
10,5,Long Island,51-9162,Computer Numerically Controlled Tool Programmers,140,71500,68800,54310,80100
10,5,Long Island,51-9191,Adhesive Bonding Machine Operators and Tenders,,41280,42030,29900,46980
10,5,Long Island,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",,37370,35990,29120,41970
10,5,Long Island,51-9194,Etchers and Engravers,,43730,41030,31890,49650
10,5,Long Island,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",,50410,56400,32360,59440
10,5,Long Island,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",490,41120,39050,29520,46920
10,5,Long Island,51-9198,Helpers--Production Workers,890,34610,33270,29120,37980
10,5,Long Island,51-9199,"Production Workers, All Other",,37110,33090,29120,41900
10,5,Long Island,53-0000,Transportation and Material Moving Occupations,81710,45170,38060,29120,53560
10,5,Long Island,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",3350,72180,69880,45700,85420
10,5,Long Island,53-2012,Commercial Pilots,270,121690,96870,48600,158230
10,5,Long Island,53-2031,Flight Attendants,,99470,94080,79070,109660
10,5,Long Island,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",,41140,38390,29220,47100
10,5,Long Island,53-3031,Driver/Sales Workers,1660,35750,30620,29120,40270
10,5,Long Island,53-3032,Heavy and Tractor-Trailer Truck Drivers,10870,63020,60430,43870,72590
10,5,Long Island,53-3033,Light Truck or Delivery Services Drivers,6970,45810,42040,29180,54130
10,5,Long Island,53-3058,"Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity",7430,47510,47610,34440,54050
10,5,Long Island,53-3099,"Motor Vehicle Operators, All Other",280,36790,32320,29590,40390
10,5,Long Island,53-5011,Sailors and Marine Oilers,400,44010,39360,32530,49750
10,5,Long Island,53-5021,"Captains, Mates, and Pilots of Water Vessels",310,74420,66750,51550,85850
10,5,Long Island,53-5031,Ship Engineers,110,78680,77820,47910,94060
10,5,Long Island,53-6021,Parking Lot Attendants,1990,33060,32140,29120,35190
10,5,Long Island,53-6031,Automotive and Watercraft Service Attendants,1050,29250,29120,29120,30780
10,5,Long Island,53-6041,Traffic Technicians,,56180,53590,34060,67250
10,5,Long Island,53-6051,Transportation Inspectors,120,103290,110460,62060,123900
10,5,Long Island,53-6061,"Transportation Attendants, Except Flight Attendants",150,31380,30590,29120,33090
10,5,Long Island,53-6098,"Aircraft Service Attendants and Transportation Workers, All Other",220,36190,35920,29610,39480
10,5,Long Island,53-7021,Crane and Tower Operators,,147390,110400,94700,173730
10,5,Long Island,53-7051,Industrial Truck and Tractor Operators,1650,46750,42280,31390,54430
10,5,Long Island,53-7061,Cleaners of Vehicles and Equipment,2180,31240,29120,29120,33780
10,5,Long Island,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",18650,37280,34630,29120,41750
10,5,Long Island,53-7063,Machine Feeders and Offbearers,100,35370,33480,29120,38510
10,5,Long Island,53-7064,"Packers and Packagers, Hand",3590,32990,30610,29120,35880
10,5,Long Island,53-7065,Stockers and Order Fillers,17240,34420,31040,29120,37930
10,5,Long Island,53-7081,Refuse and Recyclable Material Collectors,1430,59500,60160,32920,72780
10,5,Long Island,53-7199,"Material Moving Workers, All Other",,61760,62780,61560,61870
10,6,Mohawk Valley,00-0000,"Total, All Occupations",179560,50290,39440,27500,61680
10,6,Mohawk Valley,11-0000,Management Occupations,6680,110110,95960,58000,136160
10,6,Mohawk Valley,11-1011,Chief Executives,220,122600,100760,82490,142650
10,6,Mohawk Valley,11-1021,General and Operations Managers,2450,105650,84920,50900,133030
10,6,Mohawk Valley,11-1031,Legislators,550,95430,97140,91580,97350
10,6,Mohawk Valley,11-2011,Advertising and Promotions Managers,,126150,105570,67330,155560
10,6,Mohawk Valley,11-2021,Marketing Managers,110,169660,154840,101690,203640
10,6,Mohawk Valley,11-2022,Sales Managers,160,148120,129390,69110,187630
10,6,Mohawk Valley,11-2030,Public Relations and Fundraising Managers,,148740,149450,104000,171100
10,6,Mohawk Valley,11-3010,Administrative Services Managers,220,103640,102860,68660,121130
10,6,Mohawk Valley,11-3021,Computer and Information Systems Managers,190,163620,152970,94440,198210
10,6,Mohawk Valley,11-3031,Financial Managers,320,141270,129760,86680,168560
10,6,Mohawk Valley,11-3051,Industrial Production Managers,130,113340,100650,71390,134320
10,6,Mohawk Valley,11-3061,Purchasing Managers,,143660,132470,101260,164870
10,6,Mohawk Valley,11-3071,"Transportation, Storage, and Distribution Managers",90,98240,89220,71680,111530
10,6,Mohawk Valley,11-3121,Human Resources Managers,70,158170,152400,87120,193690
10,6,Mohawk Valley,11-3131,Training and Development Managers,60,167250,155250,110790,195470
10,6,Mohawk Valley,11-9021,Construction Managers,70,109350,85270,61410,133320
10,6,Mohawk Valley,11-9031,"Education Administrators, Preschool and Childcare Center/Program",,61290,53560,36880,73490
10,6,Mohawk Valley,11-9032,"Education Administrators, Elementary and Secondary School",420,110260,105660,82830,123970
10,6,Mohawk Valley,11-9033,"Education Administrators, Postsecondary",130,141530,125360,89340,167620
10,6,Mohawk Valley,11-9039,"Education Administrators, All Other",,89690,78760,39790,114640
10,6,Mohawk Valley,11-9041,Architectural and Engineering Managers,,137150,141250,99440,156000
10,6,Mohawk Valley,11-9051,Food Service Managers,170,61080,55950,44730,69260
10,6,Mohawk Valley,11-9081,Lodging Managers,,60050,52900,44500,67820
10,6,Mohawk Valley,11-9111,Medical and Health Services Managers,420,140400,113820,80350,170430
10,6,Mohawk Valley,11-9121,Natural Sciences Managers,,156670,132320,105790,182110
10,6,Mohawk Valley,11-9131,Postmasters and Mail Superintendents,60,76160,73800,67810,80340
10,6,Mohawk Valley,11-9141,"Property, Real Estate, and Community Association Managers",,81000,68790,47680,97660
10,6,Mohawk Valley,11-9151,Social and Community Service Managers,330,66600,61340,44030,77880
10,6,Mohawk Valley,11-9161,Emergency Management Directors,,78080,80640,52420,90910
10,6,Mohawk Valley,11-9171,Funeral Home Managers,,72200,57160,46160,85220
10,6,Mohawk Valley,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",210,63400,52750,34810,77700
10,6,Mohawk Valley,13-0000,Business and Financial Operations Occupations,7460,68530,61650,40760,82410
10,6,Mohawk Valley,13-1020,Buyers and Purchasing Agents,350,66420,60020,41460,78900
10,6,Mohawk Valley,13-1031,"Claims Adjusters, Examiners, and Investigators",440,68180,65180,43470,80530
10,6,Mohawk Valley,13-1041,Compliance Officers,550,57930,54130,42190,65810
10,6,Mohawk Valley,13-1051,Cost Estimators,130,67920,63690,46040,78860
10,6,Mohawk Valley,13-1071,Human Resources Specialists,560,60950,59480,37690,72580
10,6,Mohawk Valley,13-1075,Labor Relations Specialists,110,97930,72050,56810,118490
10,6,Mohawk Valley,13-1081,Logisticians,50,77660,67240,56290,88350
10,6,Mohawk Valley,13-1111,Management Analysts,360,77760,68780,51450,90910
10,6,Mohawk Valley,13-1121,"Meeting, Convention, and Event Planners",100,53120,48840,31650,63850
10,6,Mohawk Valley,13-1131,Fundraisers,80,63690,60330,40290,75400
10,6,Mohawk Valley,13-1141,"Compensation, Benefits, and Job Analysis Specialists",100,84830,77220,52930,100770
10,6,Mohawk Valley,13-1151,Training and Development Specialists,450,58510,55520,34550,70490
10,6,Mohawk Valley,13-1161,Market Research Analysts and Marketing Specialists,490,56910,53470,35750,67480
10,6,Mohawk Valley,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",820,74180,68120,42650,89940
10,6,Mohawk Valley,13-2011,Accountants and Auditors,1340,70730,65090,44160,84020
10,6,Mohawk Valley,13-2020,Appraisers and Assessors of Real Estate,130,52760,50530,39130,59570
10,6,Mohawk Valley,13-2031,Budget Analysts,,75130,64740,51830,86780
10,6,Mohawk Valley,13-2041,Credit Analysts,,77420,71990,52370,89940
10,6,Mohawk Valley,13-2052,Personal Financial Advisors,120,147920,107000,55310,194230
10,6,Mohawk Valley,13-2053,Insurance Underwriters,310,80150,70850,48120,96170
10,6,Mohawk Valley,13-2071,Credit Counselors,,56240,50240,41280,63720
10,6,Mohawk Valley,13-2072,Loan Officers,200,72810,64990,41140,88640
10,6,Mohawk Valley,13-2081,"Tax Examiners and Collectors, and Revenue Agents",,56190,45760,34940,66820
10,6,Mohawk Valley,13-2082,Tax Preparers,,38830,35960,26180,45150
10,6,Mohawk Valley,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",270,81350,74350,53520,95270
10,6,Mohawk Valley,15-0000,Computer and Mathematical Occupations,3260,82230,74300,47710,99490
10,6,Mohawk Valley,15-1211,Computer Systems Analysts,270,86710,80850,52880,103620
10,6,Mohawk Valley,15-1212,Information Security Analysts,120,94000,85360,46800,117610
10,6,Mohawk Valley,15-1221,Computer and Information Research Scientists,140,112300,113380,83940,126480
10,6,Mohawk Valley,15-1231,Computer Network Support Specialists,200,58870,57850,43690,66470
10,6,Mohawk Valley,15-1232,Computer User Support Specialists,420,53040,50750,37330,60900
10,6,Mohawk Valley,15-1241,Computer Network Architects,70,100390,95070,64860,118160
10,6,Mohawk Valley,15-1244,Network and Computer Systems Administrators,390,74510,70050,52520,85510
10,6,Mohawk Valley,15-1245,Database Administrators and Architects,70,72620,62590,42990,87440
10,6,Mohawk Valley,15-1251,Computer Programmers,140,72430,70720,54630,81330
10,6,Mohawk Valley,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,940,97950,94020,62170,115840
10,6,Mohawk Valley,15-1257,Web Developers and Digital Interface Designers,120,51310,45100,33760,60080
10,6,Mohawk Valley,15-1299,"Computer Occupations, All Other",110,68430,66690,41270,82010
10,6,Mohawk Valley,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",,82670,77920,42360,102820
